DK_JS,DK_SS,DK_NAME,DK_BRIEF_NAME,EVENT_GUBUN,EVENT_NAME,RENT_START_YMD,RENT_END_YMD,DK_DAY,SIN_PERSON,JS_PERSON,PLAN_YN,IO_GUBUN
1,7,우리금융아트홀,제3체육관,체육행사,7330노인건강체조경연대회,20150917,20150917,1,550,,,내부
1,9,올림픽홀,올림픽홀,대중공연,"Hiphop PARYY - 딘, 크러시, 자이언티 / DJ. DOC, 코요테",20170418,20170422,4,8000,3800,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2017 조항조 장윤정 첫번째 콘서트 - 서울공연,20170324,20170325,2,3000,,N,내부
1,25,만남의광장,만남의광장,공공행사,2017서울국제마라톤대회,20170318,20170319,2,0,10000,N,외부
1,9,올림픽홀,올림픽홀,대중공연,나훈아콘서트,20171031,20171105,6,2900,8735,N,내부
1,9,올림픽홀,올림픽홀,대중공연,여자친구 THE FIRST FAN MEETING [DEAR BUDDY],20170402,20170402,1,2000,2337,N,내부
1,21,88잔디마당,88잔디마당,문화예술행사,2017 조이올팍 페스티벌,20170918,20170926,9,10000,,N,외부
1,5,핸드볼경기장,핸드볼경기장,공공행사,제7회 전국동시지방선거 및 국회의원재선거 개표,20180609,20180614,6,1000,1200,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2018 팬텀 vs 팬텀 콘서트 (가칭),20180616,20180617,4,2700,3430,N,내부
1,19,평화의광장,평화의광장,공공행사,2018 평창 동계패럴림픽대회 합화 행사,20180301,20180304,4,1000,,N,외부
1,8,K-아트홀,K-아트홀,대중공연,"태권도공연""킥스""연습실 대관",20171216,20180225,,100,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,iKON 2018 PRIVATE STAGE(가제),20180606,20180609,4,3500,5350,N,내부
1,9,올림픽홀,올림픽홀,대중공연,이선희 콘서트 -리메이크 음반 발매기념,20180626,20180701,6,9000,8681,N,내부
1,9,올림픽홀,올림픽홀,대중공연,WINNER 2018 PRIVATE STAGE [#위너는토론중 WWIC 2018] (가제),20180615,20180617,3,3000,5930,N,내부
1,21,88잔디마당,88잔디마당,문화예술행사,구스아일랜드 옥토버베스트 뮤직페스티벌,20181026,20181027,2,3000,,N,외부
1,23,한얼광장,한얼광장,문화예술행사,2017 Korea Musical Festival,20170830,20170904,6,15000,,N,외부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,KUSF 런앤런 페스티벌,20171118,20171118,1,200,,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,2018 크러쉬 단독 콘서트,20181103,20181104,6,6300,,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,Youtube FanFest (부제 : 뮤직 & 라이브 페스티벌),20180222,20180226,5,3000,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2018 뉴이스트W 단독콘서트,20180316,20180318,6,4500,15847,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,김규종콘서트,20171216,20171225,10,0,,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,찬란한 청춘의 성장기 &lt;Golden Youth&gt; 정규 앨범 1st 콘서트,20171202,20171202,1,150,,,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,제28회 송파구청장기 배드민턴대회,20180415,20180415,1,1450,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,Youtbe Fanfest (유튜브 팬페스트),20180219,20180225,7,3000,3250,N,내부
1,7,우리금융아트홀 연습실,,문화예술행사,"어린이체험전 [Hi, Story], [콩알콩알] 10월분",20171001,20171031,,190,1591,N,내부
1,25,만남의광장,만남의광장,공공행사,GMF2017,20171009,20171010,2,1000,,N,외부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,상주단체 협력프로그램 <세일즈맨의 죽음> 무대연습,20170927,20170928,2,0,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,서태지 25주년 앵콜 서울 콘서트(가제),20170929,20170930,5,9400,,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,재즈피아니스트 안라라의 재즈 in 가을,20171020,20171020,1,200,50,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,nepathya concert,20171004,20171004,1,4100,,,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,2017 빅터코리아오픈 배드민턴대회,20170910,20170917,8,,,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,2017 서울특별시장애인배구협회장배 전국좌식배구대회,20171029,20171029,1,0,,,내부
1,9,올림픽홀,올림픽홀,대중공연,플라이투더스카이 콘서트,20171123,20171126,4,5000,3080,N,내부
1,7,우리금융아트홀,제3체육관,대중공연,뮤지컬 소피루비 <샤르르 마을의 대축제 드림투어>,20170717,20170813,28,20000,,N,내부
1,19,평화의광장,평화의광장,공공행사,2017 UN세계요가의날 한국행사,20170621,20170621,1,1500,1000,N,외부
1,7,우리금융아트홀,제3체육관,대중공연,맨투맨탐정단 공개방송,20170610,20170611,2,1000,1000,N,내부
1,9,올림픽홀,올림픽홀,대중공연,소녀시대 10주년 팬미팅,20170804,20170805,1,3000,2653,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,10CM 콘서트 : 겨울편,20171224,20171225,9,12000,,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,2017 이승환 전국투어(가제),20171130,20171203,4,7500,6148,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,박정현 겨울 콘서트 'LET IT SNOW',20171223,20171225,9,2200,9419,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,저작권과 함께하는 페스티벌 - KMPF,20171107,20171112,6,0,3149,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,상주단체 협력프로그램 <세일즈맨의 죽음>,20170929,20170930,2,0,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,아시아 매나페스트 2017,20171129,20171202,4,0,2200,N,내부
1,15,벨로드롬,벨로드롬,체육행사,제31회 전국장애인체육대회 서울시대표선수 강화훈련,20111005,20111013,4,40,0,,내부
1,7,우리금융아트홀,제3체육관,대중공연,2017 구구단 1st 팬미팅,20170907,20170909,3,1000,940,N,내부
1,7,우리금융아트홀,제3체육관,대중공연,2017 터보 여름 콘서트 ,20170902,20170903,4,1100,1674,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,더라이트 비전 문화제,20161022,20161022,1,200,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2016 휘성 전국투어 콘서트 온에어- 서울,20161216,20161218,3,2000,5185,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,‘국악으로 밥벌어먹기’팀 제2회 정기연주회 & 다큐멘터리 상영회,20161223,20161223,1,150,,N,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,공공행사,제26회 송파구연합회장기 생활체육 배드민턴대회,20160910,20160910,1,,700,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,제29회 강동구청장기 생활체육 배드민턴대회,20170430,20170430,1,0,1000,N,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,션윈 2017 월드투어,20170202,20170209,8,0,,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,굿뉴스코 페스티벌,20170219,20170220,2,3000,5080,N,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,모래야 놀자,20161001,20161031,,,2200,Y,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,상일미디어고Rat A Tat 제5회 정기공연,20161222,20161222,1,0,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,옥타곤FC 개막전,20170317,20170318,2,2974,993,N,내부
1,35,촬영,촬영,공공행사,더케이 광고촬영,20160802,20160802,1,0,40,N,외부
1,9,올림픽홀,올림픽홀,대중공연,CBS 창사62주년 기념 콘서트  <THANK YOU>,20161212,20161213,2,2954,2935,N,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,2016년 7월 핸드볼팀 훈련,20160725,20160729,5,,110,N,내부
1,9,올림픽홀,올림픽홀,대중공연,김우빈 팬미팅,20161002,20161003,2,0,1410,N,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,나무야나무야(8월),20160801,20160831,31,,2658,Y,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,Angels Giving Hope 2016 콘서트,20160922,20160923,2,6000,366,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2017 비투비 서울 콘서트,20171223,20171224,5,8000,9076,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,트와이스 콘서트,20170217,20170219,6,8000,11924,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2PM 콘서트,20170221,20170305,13,19000,9797,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2017 이종석 PRIVATE STAGE CONCERT(가제),20170908,20170910,3,4000,2070,N,내부
1,21,88잔디마당,88잔디마당,문화예술행사,그랜드 민트 페스티벌 2017 (Grand Mint Festival 2017),20171016,20171024,9,16000,14893,N,외부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2017 B1A4 콘서트,20170204,20170205,5,9000,,N,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,제27회 송파구 배드민턴협회장기 배드민턴대회,20170909,20170909,1,0,,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,제1회 서울시협회장기 배드민턴대회,20170819,20170820,2,0,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2017 제1회 한국가요살리기콘서트,20170825,20170826,2,7000,,N,내부
1,7,우리금융아트홀,제3체육관,체육행사,가. 국민과 함께하는 공정한 체육문화 만들기 결의대회,20170409,20170409,1,1180,1180,N,내부
1,10,뮤즈라이브,뮤즈라이브,대중공연,CLC 미니  콘서트,20170526,20170527,2,237,120,N,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,뮤서트 그사랑,20170626,20170722,27,1100,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2017 박원 단독 콘서트,20170831,20170902,2,2000,1978,N,내부
1,7,우리금융아트홀 연습실,,문화예술행사,얼렁뚱땅 색깔공장(5월),20170501,20170531,,43820,3180,Y,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2017 조이올팍 페스티벌,20170918,20170926,9,10000,,Y,내부
1,8,K-아트홀,K-아트홀,순수예술공연,상주단체<로미오와줄리엣>공연,20171113,20171126,14,1400,,N,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,제8회 일요신문배전국 어린이 바둑대회,20190505,20190505,1,700,1500,N,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,2018년 10월 핸드볼팀 훈련,20181001,20181031,,500,480,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2018~2019 임창정 콘서트 “IMCHANGJUNG”,20190430,20190505,6,20000,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2019 1st 윤지성 아시아팬미팅 인 서울,20190223,20190224,2,2000,,N,내부
1,8,K-아트홀,K-아트홀,대중공연,2019 박상돈 단독콘서트,20190110,20190112,3,370,457,N,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,2018년 11월 핸드볼팀 훈련,20181101,20181130,,500,165,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2019 여자친구 팬미팅,20190209,20190210,2,2500,2500,N,내부
1,7,우리금융아트홀,제3체육관,체육행사,제78회 문곡서상천배 역도경기대회,20190403,20190409,7,150,600,N,내부
1,9,올림픽홀,올림픽홀,대중공연,크라프트베르크 내한공연,20190425,20190426,2,2600,1530,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,K-컬렉션 인 서울,20120306,20120311,6,15000,6000,,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,강동구청장배 배드민턴대회,20190406,20190407,2,0,,,내부
1,9,올림픽홀,올림픽홀,대중공연,EMK 뮤지컬 갈라콘서트,20190315,20190318,4,2900,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2019 불타는 청춘 콘서트,20190322,20190323,2,5000,,N,내부
1,5,핸드볼경기장,핸드볼경기장,공공행사,제31회 강동구청장기 배드민턴대회,20190623,20190623,1,2000,1200,N,내부
1,5,핸드볼경기장,핸드볼경기장,공공행사,제29회 송파구청장기 배드민턴대회,20190504,20190504,1,2000,1400,N,내부
1,9,올림픽홀,올림픽홀,대중공연,ASTRO FANMEETING,20190301,20190303,3,2600,5590,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2019 나훈아 청춘 AGAIN 콘서트,20190513,20190520,8,8000,22353,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,몬스타엑스(MONSTA X) 2019 월드투어,20190409,20190415,7,7200,8659,N,내부
1,15,벨로드롬,벨로드롬,체육행사,경륜선수 적응훈련,20120903,20120925,7,76,76,,내부
1,9,올림픽홀,올림픽홀,대중공연,2012 FT 아일랜드 콘서트,20120830,20120902,4,5400,4200,,내부
1,21,88잔디마당,88잔디마당,문화예술행사,서울재즈페스티벌 2014,20140511,20140518,8,20000,0,,외부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,제27회 한국사회인 검도대회,20140711,20140713,3,3000,2000,,내부
1,15,벨로드롬,벨로드롬,체육행사,대한사이클연맹선수단 적응훈련,20140520,20140530,6,118,118,,내부
1,15,벨로드롬,벨로드롬,체육행사,경륜선수단 적응훈련,20140519,20140530,7,78,78,,내부
1,15,벨로드롬,벨로드롬,체육행사,대한사이클선수단 적응훈련,20120601,20120629,21,684,684,,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2014 김현중 콘서트,20140625,20140628,4,3000,2741,,내부
1,17,올림픽컨벤션센터,컨벤션센터,대중공연,홍경민의 불후의명곡 ,20140919,20140921,3,830,732,,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,불후의 명곡 임태경콘서트,20120524,20120527,4,3991,3991,,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,2014 6월(핸드볼 훈련팀),20140628,20140630,3,54,44,,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,디즈니온 아이스쇼,20130114,20130121,8,24000,14392,,내부
1,19,평화의광장,평화의광장,공공행사,2014 행복더함 희망나래 차량전달식,20140526,20140527,2,240,240,,외부
1,9,올림픽홀,올림픽홀,대중공연,B.A.P 콘서트,20130221,20130224,4,6500,5000,,내부
1,15,벨로드롬,벨로드롬,체육행사,대한사이클선수단 적응 훈련(7월),20130703,20130731,10,204,204,,내부
1,9,올림픽홀,올림픽홀,대중공연,파워레인저 우주대전쟁,20130722,20130814,24,75000,34809,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,저스틴 비버 내한공연,20131008,20131010,3,8000,6989,,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,슈퍼소닉 2013,20130811,20130815,0,12000,3600,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,2013 대중음악공연 프로젝트 공연정산(8월),20130802,20130825,6,900,683,,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2014 2NE1 3rd CONCERT,20140224,20140303,8,10000,7549,,내부
1,17,올림픽컨벤션센터,컨벤션센터,문화예술행사,K-아트홀 연습실 사용(노틀담곱추),20140224,20140304,2,0,0,,내부
1,9,올림픽홀,올림픽홀,대중공연,2013 더 킬러스 내한공연,20131004,20131005,2,4700,2580,,내부
1,17,올림픽컨벤션센터,컨벤션센터,문화예술행사,신승훈 쇼케이스 ,20131022,20131023,2,250,280,,내부
1,15,벨로드롬,벨로드롬,체육행사,경륜선수 적응훈련,20130805,20130828,11,119,119,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,김경호 20주년 기념콘서트,20140509,20140510,2,0,3200,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,시규어로스 내한공연,20130519,20130519,1,8000,6042,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,APINK(에이핑크) 콘서트,20140813,20140817,5,5300,0,,내부
1,7,우리금융아트홀,제3체육관,대중공연,더원 콘서트,20140605,20140607,3,0,1618,,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,2013년 6월 핸드볼팀 훈련 등 경기일정,20130618,20130627,9,520,360,,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,오즈의 마법사 (연습실 사용),20140210,20140225,14,20,20,,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,2014오택그룹배전국보치아선수권대회,20140526,20140528,3,1000,790,,내부
1,9,올림픽홀,올림픽홀,대중공연,뮤즈라이브_디아클라우드 콘서트,20130406,20130407,2,0,442,,내부
1,17,올림픽컨벤션센터,컨벤션센터,대중공연,2013 드럼페스티벌,20130906,20130908,3,700,590,,내부
1,9,올림픽홀,올림픽홀,대중공연,"슈퍼버라이티 리믹스 콘서트 ""청춘 나이트""",20120810,20120812,3,4000,5200,,내부
1,9,올림픽홀,올림픽홀,대중공연,2013 아메바후드 콘서트,20130314,20130317,4,7000,7400,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,올댓스케이트섬머 2012(가제),20120816,20120827,12,30000,26541,,내부
1,3,KSPO DOME(체조경기장),제1체육관,체육행사,제25회 한국사회인검도대회,20120713,20120715,3,6000,5000,,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,킨(KEANE) 내한공연,20120924,20120925,2,5000,3293,,내부
1,9,올림픽홀,올림픽홀,대중공연,2012 대중음악공연 프로젝트위탁운영 -  뮤즈라이브 35회공연(3월~6월),20120630,20120630,1,3500,3960,,내부
1,9,올림픽홀,올림픽홀,대중공연,일단은... 파티(뮤즈라이브 기획공연),20120902,20120902,1,150,119,,내부
1,9,올림픽홀,올림픽홀,대중공연,"봄여름가을겨울 브라보 마이라이프, 어반자카파",20120919,20120922,4,7900,0,,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,송파구립 교향악단 및 합창단 합동공연,20121030,20121030,1,1000,1100,,내부
1,19,평화의광장,평화의광장,공공행사,행복플러스 희망나래 차량 전달식,20130911,20130911,1,100,100,,외부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2012 CNBLUE콘서트,20121213,20121217,4,7000,5981,,내부
1,5,핸드볼경기장,핸드볼경기장,공공행사,제24회 강동구연합회장기 배드민턴대회,20121118,20121118,1,1500,1400,,내부
1,9,올림픽홀,올림픽홀,대중공연,CCM 콘서트,20121203,20121203,1,3100,2000,,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,11월 핸드볼팀 훈련,20121101,20121130,10,1500,600,,내부
1,31,몽촌해자수변무대B,몽촌해자B,공공행사,제5회 대한민국 국제관악제(폐막식 포함),20140913,20140919,5,5000,4000,,외부
1,33,88호수수변무대,88호수,문화예술행사,2014 이승환의 열네번째 차카게살자,20141010,20141012,3,1000,1153,,외부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,그랜드민트페스티벌 2014 ,20141014,20141020,7,6000,6000,,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,그랜드민트페스티벌 2014 ,20141014,20141020,7,4000,4000,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,2014 심수봉 서울콘서트,20140912,20140914,3,1500,1150,,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,뮤지컬 미스터 온조,20141007,20141102,27,19600,10907,,내부
1,5,핸드볼경기장,핸드볼경기장,공공행사,제24회 송파구청장기생활체육배드민턴대회,20141101,20141101,1,1300,1200,,내부
1,37,기타,기타,체육행사,송파구청어린이집 가을운동회,20141018,20141018,1,180,180,,외부
1,9,올림픽홀,올림픽홀,문화예술행사,2014  로이킴 2집 앨범 발내기념콘서트,20141023,20141026,4,4500,3450,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,"백지영콘서 ""그 여자""",20140918,20140921,4,5000,3300,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,샤이니 4번째 콘서트,20150209,20150216,8,20000,0,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,2014 BtoB단독콘서트,20141030,20141102,4,5000,3830,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,2014 BtoB 단독콘서트,20141030,20141102,4,5000,3830,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,이 시대의 아름다운 싱어송라이터시리즈'콘서트,20141204,20141207,4,4000,3300,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,"하나외환 VIP,초청 음악회",20141215,20141216,2,2000,,,내부
1,17,올림픽컨벤션센터,컨벤션센터,문화예술행사,연희단 팔산대 공연연습,20141230,20141231,2,,40,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,2014 김연우 크리스마스콘서트,20141222,20141228,7,,7801,,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,"<기획> 가루야가루야 (9,10,11월 정산-2차)",20140901,20141130,,15000,15962,N,내부
1,9,올림픽홀,올림픽홀,문화예술행사,DJ DOC 20주년 기념콘서트,20141229,20141231,3,,6162,,내부
1,5,핸드볼경기장,핸드볼경기장,체육행사,제25회 구청장기 배드민턴대회,20150412,20150412,1,1000,,,내부
1,7,우리금융아트홀,제3체육관,대중공연,"하동균,이정 단독 콘서트",20150320,20150322,3,1184,,,내부
1,7,우리금융아트홀,제3체육관,대중공연,이정 단독 콘서트,20150327,20150329,3,1184,,,내부
1,9,올림픽홀,올림픽홀,문화예술행사,힙합플레야쇼 2015 파트1,20150212,20150215,4,4500,,,내부
1,7,우리금융아트홀,제3체육관,순수예술공연,댄싱9 시즌3 갈라쇼,20150617,20150628,12,1100,,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,광복70주년기념 대한민국 통일 아리랑 대축제,20150806,20150808,3,5000,,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,박효신 앵콜 콘서트,20150210,20150216,7,20000,20504,,내부
1,9,올림픽홀,올림픽홀,대중공연,넬 크리스마스콘서트,20151222,20151225,4,5000,,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2015 김동률 서울 앵콜 공연,20151005,20151011,7,28500,,,내부
1,9,올림픽홀,올림픽홀,대중공연,케이윌의 케대박 콘서트,20151222,20151227,6,10800,,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,디즈니온아이스 : Magical Ice Festival,20151008,20151027,20,116699,,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2015 UFC SHOW IN KOREA,20151125,20151129,5,13992,,,내부
1,9,올림픽홀,올림픽홀,대중공연,2015 휘성&알리 겨울 콘서트 - 서울,20151224,20151225,2,2500,,,내부
1,8,K-아트홀,K-아트홀,대중공연,미쓰에이(miss A) 쇼케이스,20150329,20150330,2,200,350,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,공공행사,제10회 파마넥스배 한국어머니배드민턴대회,20100308,20100309,2,1000,800,,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,2011-12 브라운아이드소울 연말 콘서트,20120125,20120130,6,20000,16509,,내부
1,9,올림픽홀,올림픽홀,대중공연,월드비전과 함께하는 사랑나눔콘서트,20151127,20151128,2,2600,,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,체육행사,제25회 서울특별시장기국민생활체육배드민턴대회,20150912,20150913,2,0,,N,내부
1,21,88잔디마당,88잔디마당,문화예술행사,슈퍼소닉 뮤직페스티벌,20150815,20150816,2,15000,,N,외부
1,33,88호수수변무대,88호수,문화예술행사,디 아티스트,20150903,20150913,8,4200,,N,외부
1,21,88잔디마당,88잔디마당,문화예술행사,그랜드민트 페스티벌 5,20151013,20151019,7,15000,,N,외부
1,27,피크닉광장,피크닉광장,공공행사,2015 심장병예방 &apos;한 걸음 더&apos; 걷기대회,20151023,20151024,2,500,,,외부
1,27,피크닉광장,피크닉광장,공공행사,2015 심장병예방 한 걸음 더 걷기대회,20150522,20150523,2,500,450,N,외부
1,9,올림픽홀,올림픽홀,대중공연,2015 펜타토닉스(Pentatonix) 내한공연,20150527,20150528,2,3300,3480,N,내부
1,19,평화의광장,평화의광장,공공행사,2015 서울국제유스양궁페스타,20150906,20150908,3,600,750,N,외부
1,19,평화의광장,평화의광장,공공행사,2015 한국양궁 그랑프리 대회(가칭),20150828,20150831,4,1000,0,N,외부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,에드시런 첫 내한공연,20150306,20150308,3,4000,3467,N,내부
1,9,올림픽홀,올림픽홀,대중공연,스카일라 그레이 콘서트 | SKYLAR GREY LIVE IN SEOUL,20151101,20151101,1,2700,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,2016 세븐틴 콘서트,20160210,20160210,1,3500,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,터보 20주년 콘서트,20160303,20160307,5,3000,4150,N,내부
1,7,우리금융아트홀 연습실,,문화예술행사,기획대관 나무야나무야(1월),20160101,20160131,31,3151,3151,Y,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,최현우 매직콘서트(셜록홈즈),20151123,20160104,43,38000,,Y,내부
1,9,올림픽홀,올림픽홀,대중공연,2016 이선희 라이브 콘서트,20160831,20160904,5,7000,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,Have A Nice Day #2,20160226,20160227,,3500,3000,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2016 B1A4 팬미팅,20160529,20160529,1,2000,2548,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,상일미디어고 실용음악 밴드보컬 동아리 제 4회 정기연주회,20151124,20151124,1,150,150,N,내부
1,37,기타,기타,공공행사,2015 송파지역자활센터 연찬회,20151023,20151023,1,100,100,N,외부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,B.A.P LIVE ON EARTH 2016,20160215,20160222,8,7700,5610,N,내부
1,7,우리금융아트홀,제3체육관,문화예술행사,션윈 2016 월드투어,20160509,20160510,2,1184,,,내부
1,9,올림픽홀,올림픽홀,대중공연,메르세데스 벤츠(Mercedes Benz) New Year's Concert 2016,20160211,20160213,3,2200,,N,내부
1,5,핸드볼경기장,핸드볼경기장,문화예술행사,그래미어워드 노미네이트된 영국 일렉트로닉 뮤지션 DISCLOSURE 의 첫 내한,20160229,20160301,2,3300,,N,내부
1,9,올림픽홀,올림픽홀,대중공연,나이트위시 콘서트 (Nightwish Tour in Seoul 2016),20160416,20160418,3,2700,,N,내부
1,19,평화의광장,평화의광장,공공행사,2016 전국생활체육대축전 폐회식,20160528,20160529,2,2000,800,N,외부
1,27,피크닉광장,피크닉광장,공공행사,2016 심장병예방 한걸음 더 걷기대회,20161021,20161022,2,500,500,N,외부
1,5,핸드볼경기장,핸드볼경기장,공공행사,근로복지공단노동조합 총회,20161026,20161027,2,2500,,N,내부
1,21,88잔디마당,88잔디마당,문화예술행사,2016 크레디아 파크콘서트,20160830,20160905,7,12000,10329,N,외부
1,7,우리금융아트홀,제3체육관,대중공연,2016 레이첼 야마가타 내한공연,20160524,20160524,1,1000,976,N,내부
1,9,올림픽홀,올림픽홀,대중공연,2016 10CM 시즌콘서트 : 겨울편,20161222,20161225,4,5000,,N,내부
1,10,뮤즈라이브,뮤즈라이브,문화예술행사,바이툴밴드 제5회 정기공연,20160903,20160903,1,200,120,N,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,2016년 6월 핸드볼팀 훈련,20160601,20160630,18,540,392,N,내부
1,7,우리금융아트홀 연습실,,문화예술행사,모래야 놀자,20160901,20170228,181,43350,1588,N,내부
1,2,핸드볼보조경기장,핸드볼보조경기장,체육행사,2015년 4월 핸드볼팀 훈련,20150401,20150430,13,720,321,N,내부
1,8,K-아트홀,K-아트홀,대중공연,태권타악 퍼포먼스 비가비,20150901,20151030,60,32360,12129,N,내부
1,3,KSPO DOME(체조경기장),제1체육관,문화예술행사,집기비품 대여 수입(러쉬 냄새나는 콘서트 4),20150509,20150509,1,,,N,내부
