DK_SS,DK_NAME,DK_BRIEF_NAME,EVENT_GUBUN,EVENT_NAME,RENT_START_YMD,RENT_END_YMD,DK_DAY,SIN_PERSON,JS_PERSON,PLAN_YN,IO_GUBUN,Covid
33,88호수수변무대,88호수,공공행사,2019 서울트레킹,20191012,20191012,1,1000,1000,N,외부,0
33,88호수수변무대,88호수,공공행사,"(가안) 따뜻한 작별, 걷기대회",20181027,20181027,1,150,,N,외부,0
33,88호수수변무대,88호수,공공행사,오리엔티어링 대회,20180609,20180609,1,500,,N,외부,0
33,88호수수변무대,88호수,공공행사,제5회 전국유방암환우총연합회 희망나눔걷기,20181006,20181006,1,1500,,N,외부,0
8,K-아트홀,K-아트홀,공공행사,국민체육진흥공단 창립 32주년 기념식,20210419,20210419,1,200,,N,내부,1
25,만남의광장,만남의광장,공공행사,GMF2017,20171009,20171010,2,1000,,N,외부,0
25,만남의광장,만남의광장,공공행사,제4회제주농어촌체험페스티벌,20181004,20181007,4,6000,,N,외부,0
25,만남의광장,만남의광장,공공행사,제4회제주농어촌체험페스티벌,20181005,20181007,3,4000,4000,N,외부,0
25,만남의광장,만남의광장,공공행사,감귤데이 2주년 기념행사,20171130,20171130,1,2000,,N,외부,0
25,만남의광장,만남의광장,공공행사,2020 한국체육인회 ,20201118,20201118,1,100,,N,외부,1
29,몽촌해자수변무대A,몽촌해자A,공공행사,제12회 대한민국웃음운동경연대회,20181027,20181027,1,500,,N,외부,0
15,벨로드롬,벨로드롬,공공행사,송파경찰서 한마음 한울타리 어울림 체육대회,20170915,20170915,1,0,150,N,내부,0
3,KSPO DOME(체조경기장),제1체육관,공공행사,민주평화통일자문회의 제19기 출범회의,20190909,20190910,2,12000,,N,내부,0
3,KSPO DOME(체조경기장),제1체육관,공공행사,스포츠산업 잡페어 2018,20181025,20181026,2,6000,6000,N,내부,0
3,KSPO DOME(체조경기장),제1체육관,공공행사,2018 서울시 취업성공 페스티벌,20181023,20181024,2,3000,,N,내부,0
3,KSPO DOME(체조경기장),제1체육관,공공행사,민주평화통일자문회의 제19기 출범회의,20200120,20200122,3,10000,,N,내부,0
3,KSPO DOME(체조경기장),제1체육관,공공행사,제21대 국회의원선거 개표,20200411,20200416,6,1000,850,N,내부,1
3,KSPO DOME(체조경기장),제1체육관,공공행사,제19기 민주평화통일자문회의 전체회의,20200831,20200902,3,10000,,N,내부,1
3,KSPO DOME(체조경기장),제1체육관,공공행사,대한민국 동행세일,20200623,20200704,12,1200,1200,N,내부,1
3,KSPO DOME(체조경기장),제1체육관,공공행사,행사명test,20210513,20210516,3,22,,,내부,1
3,KSPO DOME(체조경기장),제1체육관,공공행사,한중일 이스포츠 대회 [복사본],20210906,20210913,,24000,,N,내부,1
3,KSPO DOME(체조경기장),제1체육관,공공행사,한중일 이스포츠 대회,20210906,20210913,8,24000,,N,내부,1
7,우리금융아트홀,제3체육관,공공행사,국세청 채용면접,20210813,20210814,2,300,300,N,내부,1
19,평화의광장,평화의광장,공공행사,2018 평창 동계패럴림픽대회 합화 행사,20180301,20180304,4,1000,,N,외부,0
19,평화의광장,평화의광장,공공행사,2017 UN세계요가의날 한국행사,20170621,20170621,1,1500,1000,N,외부,0
19,평화의광장,평화의광장,공공행사,평창동계올림픽 성공기원 문화시민응원단 한마음 페스티벌,20170930,20170930,1,3000,2500,N,외부,0
19,평화의광장,평화의광장,공공행사,2018 스포츠재능나눔(페스티벌),20180831,20180901,2,3000,3000,N,외부,0
19,평화의광장,평화의광장,공공행사,2018 제1회 반려동물 동물등록 활성화 캠페인,20181110,20181110,1,1000,,N,외부,0
19,평화의광장,평화의광장,공공행사,2019 서울 스포츠 재능나눔 페스티벌,20190830,20190831,2,1500,1500,N,외부,0
19,평화의광장,평화의광장,공공행사,2019 올림픽데이런 (2019 OLYMPIC DAY RUN),20191012,20191013,2,3000,3000,N,외부,0
19,평화의광장,평화의광장,공공행사,"2019 청소년 봉사동아리 연합축제""루리잔치""",20170428,20170429,2,1500,,N,외부,0
19,평화의광장,평화의광장,공공행사,2017 서울국제유스양궁페스타대회,20170709,20170711,3,500,500,N,외부,0
19,평화의광장,평화의광장,공공행사,2018 올림픽의날 기념 달리기대회,20180622,20180623,2,1000,,N,외부,0
19,평화의광장,평화의광장,공공행사,2019 한성백제문화제,20190919,20191002,14,570000,60000,N,외부,0
19,평화의광장,평화의광장,공공행사,제1회 송파쌤(SSEM) 교육한마당,20191016,20191020,5,20000,,N,외부,0
19,평화의광장,평화의광장,공공행사,서울특별시 2019년 아동참여 정책박람회,20191101,20191102,1,3000,2000,N,외부,0
19,평화의광장,평화의광장,공공행사,송파 북 페스티벌 & 혁신 교육 박람회,20190903,20190907,5,3000,,N,외부,0
19,평화의광장,평화의광장,공공행사,서울국제마라톤 겸 제89회 동아마라톤,20180317,20180318,2,10000,10000,N,외부,0
19,평화의광장,평화의광장,공공행사,2017 서울명산트래킹 4차,20171014,20171014,1,1200,953,N,외부,0
19,평화의광장,평화의광장,공공행사,가정 나라사랑 실천 걷기대회,20170630,20170701,2,0,900,N,외부,0
19,평화의광장,평화의광장,공공행사,2019 라이딩 서울(Riding Seoul 2019),20191109,20191110,2,2500,,N,외부,0
19,평화의광장,평화의광장,공공행사,2017 서울 국제 우먼스 하프마라톤,20170520,20170521,2,0,5000,N,외부,0
19,평화의광장,평화의광장,공공행사,2017 청소년봉사동아리 연합축체 루리잔치,20170722,20170722,1,1000,,N,외부,0
19,평화의광장,평화의광장,공공행사,2020 스타일런,20200523,20200524,2,5000,,N,외부,1
19,평화의광장,평화의광장,공공행사,*올림픽 데이런 행사,20200429,20200430,2,10000,,N,외부,1
19,평화의광장,평화의광장,공공행사,투르드코리아 국제 사이클 대회,20200613,20200614,2,10000,,N,외부,1
19,평화의광장,평화의광장,공공행사,*투르드코리아 국제 사이클 대회,20200613,20200614,2,10000,,N,외부,1
19,평화의광장,평화의광장,공공행사,2019서울국제마라톤 겸 제90회 동아마라톤,20190316,20190317,2,10000,10000,N,외부,0
19,평화의광장,평화의광장,공공행사,제1회 송파쌤(SSEM) 교육한마당,20190904,20190908,5,20000,,,외부,0
19,평화의광장,평화의광장,공공행사,서울 국제마라톤 행사,20200321,20200322,2,10000,,N,외부,1
19,평화의광장,평화의광장,공공행사,*송파구청 어린이 대축제,20200504,20200505,2,30000,,N,외부,1
19,평화의광장,평화의광장,공공행사,송파구청 어린이 대축제,20200504,20200505,2,10000,,N,외부,1
19,평화의광장,평화의광장,공공행사,2020 근대5종 월드컵 결승 대회,20200509,20200520,12,3000,,N,외부,1
19,평화의광장,평화의광장,공공행사,제4회 대한민국 청년의 날,20201029,20201029,1,1000,,,외부,1
19,평화의광장,평화의광장,공공행사,한성백제문화제,20181004,20181016,,50000,,N,외부,0
19,평화의광장,평화의광장,공공행사,제7회 한성백제 마라톤대회,20200926,20200927,2,100,,N,외부,1
19,평화의광장,평화의광장,공공행사,제7회 한성백제마라톤대회 기념행사,20200926,20200927,2,40,,N,외부,1
19,평화의광장,평화의광장,공공행사,제4회 대한민국 소방과학 기술 경연대회,20201027,20201028,2,500,500,N,외부,1
19,평화의광장,평화의광장,공공행사,2020 서울 스포츠 재능나눔 페스티벌,20200904,20200905,2,2000,,N,외부,1
19,평화의광장,평화의광장,공공행사,제2차 송파쌤(SSEM) 교육한마당 행사,20201014,20201018,5,35000,,N,외부,1
19,평화의광장,평화의광장,공공행사,제8회 한성백제마라톤 대회,20211126,20211127,2,499,,N,외부,0
19,평화의광장,평화의광장,공공행사,2022 서울마라톤대회,20220416,20220417,2,10000,,N,외부,0
27,피크닉광장,피크닉광장,공공행사,체육대회,20181019,20181019,1,80,100,N,외부,0
27,피크닉광장,피크닉광장,공공행사,2019 키즈 러닝엔밀크(가칭),20191012,20191013,1,700,700,N,외부,0
27,피크닉광장,피크닉광장,공공행사,2018년 구립도담어린이집 운동회,20181027,20181027,1,150,150,N,외부,0
27,피크닉광장,피크닉광장,공공행사,2017 심장병 예방 한걸음 더 걷기대회,20170922,20170923,2,500,850,N,외부,0
27,피크닉광장,피크닉광장,공공행사,임산부의 날 임산부 건강 걷기,20181010,20181010,1,300,300,N,외부,0
27,피크닉광장,피크닉광장,공공행사,2018년 도담어린이집운동회,20180501,20180501,1,150,,N,외부,0
27,피크닉광장,피크닉광장,공공행사,2018 서울중앙지방법원 가족사랑 걷기대회,20180511,20180512,2,1000,,N,외부,0
27,피크닉광장,피크닉광장,공공행사,서울자활기업협회 야유회,20171111,20171111,1,30,,N,외부,0
27,피크닉광장,피크닉광장,공공행사,Run to Give 자선모금행사 (메리어트 인터내셔널),20170924,20170924,1,350,222,N,외부,0
27,피크닉광장,피크닉광장,공공행사,예크유치원 가족운동회,20171021,20171021,1,300,300,N,외부,0
27,피크닉광장,피크닉광장,공공행사,농협동인회 한마음 걷기대회,20180524,20180524,1,600,600,N,외부,0
27,피크닉광장,피크닉광장,공공행사,폐암예방 걷기대회,20170908,20170908,1,500,100,N,외부,0
27,피크닉광장,피크닉광장,공공행사,가을소풍,20170915,20170915,1,300,,N,외부,0
27,피크닉광장,피크닉광장,공공행사,서울중앙지방법원 가족사랑걷기대회,20170519,20170520,2,1000,800,N,외부,0
27,피크닉광장,피크닉광장,공공행사,서울시 아빠단 [물총 서바이벌],20200822,20200822,1,800,,N,외부,1
23,한얼광장,한얼광장,공공행사,한중일 이스포츠 대회,20210906,20210913,,24000,,N,외부,1
5,핸드볼경기장,핸드볼경기장,공공행사,제7회 전국동시지방선거 및 국회의원재선거 개표,20180609,20180614,6,1000,1200,N,내부,0
5,핸드볼경기장,핸드볼경기장,공공행사,제31회 강동구청장기 배드민턴대회,20190623,20190623,1,2000,1200,N,내부,0
5,핸드볼경기장,핸드볼경기장,공공행사,제29회 송파구청장기 배드민턴대회,20190504,20190504,1,2000,1400,N,내부,0
5,핸드볼경기장,핸드볼경기장,공공행사,퀸&amp;amp;비틀즈 내한공연,20190910,20190912,3,5000,,,내부,0
5,핸드볼경기장,핸드볼경기장,공공행사,2018년 어르신생활체육경연대회,20181030,20181030,1,2700,,,내부,0
5,핸드볼경기장,핸드볼경기장,공공행사,인공지능 그랜드 챌린지,20190602,20190606,5,1500,,N,내부,0
5,핸드볼경기장,핸드볼경기장,공공행사,남북 평화기원 Dream 콘서트,20190716,20190719,4,3500,,N,내부,0
5,핸드볼경기장,핸드볼경기장,공공행사,4th CMS Brunch Seminar,20170529,20170530,2,3500,2400,N,내부,0
5,핸드볼경기장,핸드볼경기장,공공행사,2017년 전국보육인대회,20171226,20171226,1,5000,,N,내부,0
5,핸드볼경기장,핸드볼경기장,공공행사,소방의날 행사,20171108,20171109,2,4000,,N,내부,0
5,핸드볼경기장,핸드볼경기장,공공행사,K-월드 페스타,20200804,20200817,,1000,,N,내부,1
5,핸드볼경기장,핸드볼경기장,공공행사,대통령경호처 경호공무원 공개경쟁채용 필기시험,20200724,20200725,2,1000,750,N,내부,1
5,핸드볼경기장,핸드볼경기장,공공행사,2017스포츠산업JOBFAIR,20170927,20170928,2,0,7600,N,내부,0
5,핸드볼경기장,핸드볼경기장,공공행사,2017년 전국보육인대회,20171211,20171211,1,5000,,N,내부,0
5,핸드볼경기장,핸드볼경기장,공공행사,★한중일 e스포츠 국가대항전,20201109,20201116,8,10000,,N,내부,1
5,핸드볼경기장,핸드볼경기장,공공행사,배드민턴 레젼드 경기 중계_산업총괄팀,20200911,20200913,3,100,,N,내부,1
5,핸드볼경기장,핸드볼경기장,공공행사,국가공무원 7급 채용시험,20210709,20210710,2,400,,N,내부,1
5,핸드볼경기장,핸드볼경기장,공공행사,2021 한중일 이스포츠 대회 ,20210906,20210913,8,3000,,N,내부,1
5,핸드볼경기장,핸드볼경기장,공공행사,제20대대통령선거,20220305,20220310,6,800,1030,N,내부,0
2,핸드볼보조경기장,핸드볼보조경기장,공공행사,강동구청장기 배드민턴대회,20190623,20190623,1,2000,0,N,내부,0
2,핸드볼보조경기장,핸드볼보조경기장,공공행사,제29회 송파구청장기 배드민턴대회,20190504,20190504,1,2000,,N,내부,0
2,핸드볼보조경기장,핸드볼보조경기장,공공행사,대통령경호처 경호공무원 공개경쟁채용 필기시험,20200724,20200725,2,750,0,N,내부,1
2,핸드볼보조경기장,핸드볼보조경기장,공공행사,국가공무원 7급 채용시험,20210709,20210710,2,180,,N,내부,1
8,K-아트홀,K-아트홀,대중공연,"태권도공연""킥스""연습실 대관",20171216,20180225,,100,,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2019 박상돈 단독콘서트,20190110,20190112,3,370,457,N,내부,0
8,K-아트홀,K-아트홀,대중공연,원재즈나잇,20171022,20171022,1,500,250,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2018 더로즈 콘서트,20181228,20181230,3,400,569,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2019 심규선 장기 소극장 콘서트 ,20191031,20191124,25,3040,,N,내부,0
8,K-아트홀,K-아트홀,대중공연,SF9 COMEBACK SHOWCASE［NARCISSUS］,20190219,20190220,2,330,481,N,내부,0
8,K-아트홀,K-아트홀,대중공연,UNISON SQUARE GARDEN Live in Seoul 2019,20190406,20190406,1,470,,N,내부,0
8,K-아트홀,K-아트홀,대중공연,SHINSEGAE DUTY FREE 2019 Super Lucky Day with ASTRO ~New Beginning~,20190119,20190119,1,220,240,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2018 마인드유 콘서트,20181109,20181111,3,400,622,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2018 태일 콘서트,20181222,20181223,4,400,839,N,내부,0
8,K-아트홀,K-아트홀,대중공연,아스트로 정규1집 컴백쇼케이스,20190115,20190116,2,300,,N,내부,0
8,K-아트홀,K-아트홀,대중공연,한국컴패션 꽃서트,20190412,20190413,2,400,870,N,내부,0
8,K-아트홀,K-아트홀,대중공연,김희철 토크콘서트,20190504,20190505,2,600,871,N,내부,0
8,K-아트홀,K-아트홀,대중공연,APRIL 쇼케이스,20170103,20170104,2,300,510,N,내부,0
8,K-아트홀,K-아트홀,대중공연,SF9 쇼케이스,20171012,20171012,1,300,330,N,내부,0
8,K-아트홀,K-아트홀,대중공연,이승환의 다른 사람 (가제),20170912,20170917,5,384,1864,N,내부,0
8,K-아트홀,K-아트홀,대중공연,RBW BOYZ＋MAS ‘데뷔하겠습니다’ Chapter．6,20180624,20180624,1,400,441,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2017 폴킴 LIVE TOUR,20171026,20171029,4,411,1390,N,내부,0
8,K-아트홀,K-아트홀,대중공연,스무살 단독콘서트 / 스웨덴세탁소 단독콘서트 ,20191025,20191027,3,389,462,N,내부,0
8,K-아트홀,K-아트홀,대중공연,프리스틴 쇼케이스,20180528,20180528,1,300,380,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2018 장덕철 콘서트,20180714,20180715,4,820,593,N,내부,0
8,K-아트홀,K-아트홀,대중공연,옴므 콘서트,20170210,20170212,2,380,,N,내부,0
8,K-아트홀,K-아트홀,대중공연,쏜애플 콘서트,20180616,20180617,4,350,1096,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2017 박지윤 데뷔 20주년 기념 콘서트 (가제),20171201,20171202,4,411,801,N,내부,0
8,K-아트홀,K-아트홀,대중공연,벅스 스페셜 라이브 vol.37 - 에릭남,20180427,20180427,1,300,,N,내부,0
8,K-아트홀,K-아트홀,대중공연,탱크콥스클래식,20180916,20180916,1,350,,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2019모모랜드 쇼케이스,20190320,20190320,1,380,270,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2017 몬스타엑스 팬미팅,20170115,20170115,1,300,318,N,내부,0
8,K-아트홀,K-아트홀,대중공연,홀로그램 라이브 퍼포먼스 <킥스:시즌2>,20170411,20170827,139,15000,19229,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2019 B1A4 ♥ BANA [HAPPY GONG CHAN DAY],20190816,20190817,2,700,810,N,내부,0
8,K-아트홀,K-아트홀,대중공연,CNBLUE 이정신 팬미팅,20180708,20180708,1,389,366,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2017 혁오 연말 콘서트,20171206,20171231,26,5423,5640,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2017년 투빅 단독 콘서트 '투비기닝',20170225,20170225,1,389,,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2019 네이처 첫 팬미팅,20190224,20190224,1,300,267,N,내부,0
8,K-아트홀,K-아트홀,대중공연,케이윌 데뷔 10주년 기념 팬미팅,20170311,20170311,1,400,,N,내부,0
8,K-아트홀,K-아트홀,대중공연,B1A4 일본팬미팅,20170901,20170902,1,0,180,N,내부,0
8,K-아트홀,K-아트홀,대중공연,보헤미안스 퀸 트리뷰트밴드 콘서트,20190104,20190105,2,1200,,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2019 페퍼톤스 연말콘서트,20191221,20191222,7,1600,2186,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2020 BUMZU CONCERT,20200131,20200202,3,1200,802,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2019 이진아 연말콘서트,20191228,20191229,3,700,726,N,내부,0
8,K-아트홀,K-아트홀,대중공연,"FNC엔터테인먼트와 함께하는, 2020 글로벌 한류박람회(가제)",20200607,20200608,2,50,124,N,내부,1
8,K-아트홀,K-아트홀,대중공연,다린 콘서트 숲 : 첫 번째 이야기,20200711,20200712,2,720,419,N,내부,1
8,K-아트홀,K-아트홀,대중공연,최홍일슈퍼콘서트,20191125,20191127,3,77,,,내부,0
8,K-아트홀,K-아트홀,대중공연,2019 박지윤 콘서트,20191206,20191207,4,800,605,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2019 YANG PA CONCERT,20191211,20191214,4,800,581,N,내부,0
8,K-아트홀,K-아트홀,대중공연,이재진 팬미팅,20200111,20200111,1,400,401,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2020 임수향 팬미팅 '나랑 같이 놀래?',20200418,20200418,1,360,,N,내부,1
8,K-아트홀,K-아트홀,대중공연,2018 백지영 소극장 콘서트,20181113,20181202,20,350,,N,내부,0
8,K-아트홀,K-아트홀,대중공연,박기영 데뷔 20주년 기념 콘서트,20181025,20181027,3,700,558,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2018 최재훈 콘서트 [일년에 단 한번],20181123,20181124,2,350,703,N,내부,0
8,K-아트홀,K-아트홀,대중공연,태권도 컨피던스 페스트벌,20181117,20181117,1,300,,N,내부,0
8,K-아트홀,K-아트홀,대중공연,김용진 봄날 콘서트,20190419,20190421,3,600,459,N,내부,0
8,K-아트홀,K-아트홀,대중공연,ifbb pro regional 내추럴프로 대회,20190518,20190519,2,250,,N,내부,0
8,K-아트홀,K-아트홀,대중공연,이준 팬미팅,20200516,20200516,1,369,,N,내부,1
8,K-아트홀,K-아트홀,대중공연,2020 김진호 콘서트 <노래샘> 앙코르,20200520,20200523,4,1200,,N,내부,1
8,K-아트홀,K-아트홀,대중공연,2020 자이로 콘서트,20200528,20200531,4,1200,,N,내부,1
8,K-아트홀,K-아트홀,대중공연,2020 케이시 콘서트,20200605,20200607,3,700,,N,내부,1
8,K-아트홀,K-아트홀,대중공연,인생공격5,20190127,20190127,1,500,100,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2020 이준 팬미팅,20200229,20200229,1,369,,N,내부,0
8,K-아트홀,K-아트홀,대중공연,2020 자이로 콘서트,20200820,20200823,4,1200,,N,내부,1
8,K-아트홀,K-아트홀,대중공연,쏜애플 콘서트 ‘불구경’,20201112,20201115,4,1350,,N,내부,1
8,K-아트홀,K-아트홀,대중공연,뮤지컬 헬로카봇5 Ontact Live,20201006,20201011,6,60,,N,내부,1
8,K-아트홀,K-아트홀,대중공연,한국컴패션 꽃서트,20201009,20201010,2,870,,N,내부,1
8,K-아트홀,K-아트홀,대중공연,2020 양파 콘서트,20201218,20201220,3,778,,N,내부,1
8,K-아트홀,K-아트홀,대중공연,2020 YB콘서트 - 서울,20201221,20201227,7,2400,,N,내부,1
8,K-아트홀,K-아트홀,대중공연,C:ONTACT SERIES 1_기억극장 HALLOWEEN,20201019,20201031,13,100,,N,내부,1
8,K-아트홀,K-아트홀,대중공연,2020 정세운 소극장 콘서트,20200916,20200927,12,2800,,N,내부,1
8,K-아트홀,K-아트홀,대중공연,노래하는 윤도현,20200901,20200906,6,1400,,N,내부,1
8,K-아트홀,K-아트홀,대중공연,2020 하동균 소극장 콘서트,20201014,20201101,19,2800,,N,내부,1
8,K-아트홀,K-아트홀,대중공연,국기원 태권도 시범단 공연,20201127,20201128,2,100,,N,내부,1
8,K-아트홀,K-아트홀,대중공연,ONTACT 체험 뮤지컬 헬로카봇 시즌5,20210108,20210116,9,60,,N,내부,1
10,뮤즈라이브,뮤즈라이브,대중공연,CLC 미니  콘서트,20170526,20170527,2,237,120,N,내부,0
10,뮤즈라이브,뮤즈라이브,대중공연,2019 한승기 콘서트,20190126,20190126,1,180,230,N,내부,0
9,올림픽홀,올림픽홀,대중공연,"Hiphop PARYY - 딘, 크러시, 자이언티 / DJ. DOC, 코요테",20170418,20170422,4,8000,3800,N,내부,0
9,올림픽홀,올림픽홀,대중공연,나훈아콘서트,20171031,20171105,6,2900,8735,N,내부,0
9,올림픽홀,올림픽홀,대중공연,여자친구 THE FIRST FAN MEETING [DEAR BUDDY],20170402,20170402,1,2000,2337,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2018 팬텀 vs 팬텀 콘서트 (가칭),20180616,20180617,4,2700,3430,N,내부,0
9,올림픽홀,올림픽홀,대중공연,iKON 2018 PRIVATE STAGE(가제),20180606,20180609,4,3500,5350,N,내부,0
9,올림픽홀,올림픽홀,대중공연,이선희 콘서트 -리메이크 음반 발매기념,20180626,20180701,6,9000,8681,N,내부,0
9,올림픽홀,올림픽홀,대중공연,WINNER 2018 PRIVATE STAGE [#위너는토론중 WWIC 2018] (가제),20180615,20180617,3,3000,5930,N,내부,0
9,올림픽홀,올림픽홀,대중공연,플라이투더스카이 콘서트,20171123,20171126,4,5000,3080,N,내부,0
9,올림픽홀,올림픽홀,대중공연,소녀시대 10주년 팬미팅,20170804,20170805,1,3000,2653,N,내부,0
9,올림픽홀,올림픽홀,대중공연,옥타곤FC 개막전,20170317,20170318,2,2974,993,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2017 이종석 PRIVATE STAGE CONCERT(가제),20170908,20170910,3,4000,2070,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2017 제1회 한국가요살리기콘서트,20170825,20170826,2,7000,,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2017 박원 단독 콘서트,20170831,20170902,2,2000,1978,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2019 1st 윤지성 아시아팬미팅 인 서울,20190223,20190224,2,2000,,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2019 여자친구 팬미팅,20190209,20190210,2,2500,2500,N,내부,0
9,올림픽홀,올림픽홀,대중공연,크라프트베르크 내한공연,20190425,20190426,2,2600,1530,N,내부,0
9,올림픽홀,올림픽홀,대중공연,EMK 뮤지컬 갈라콘서트,20190315,20190318,4,2900,,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2019 불타는 청춘 콘서트,20190322,20190323,2,5000,,N,내부,0
9,올림픽홀,올림픽홀,대중공연,ASTRO FANMEETING,20190301,20190303,3,2600,5590,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2017 김현중 팬미팅,20170429,20170429,1,2900,2216,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2017 몬스타엑스콘서트,20170615,20170618,4,5000,4587,N,내부,0
9,올림픽홀,올림픽홀,대중공연,팬텀싱어 콘서트,20170417,20170423,7,5000,,N,내부,0
9,올림픽홀,올림픽홀,대중공연,iKON 2018 PRIVATE STAGE (가제),20180627,20180630,4,3500,,,내부,0
9,올림픽홀,올림픽홀,대중공연,홈니버스: Homniverse 콘서트 (가제),20180530,20180602,4,7800,,N,내부,0
9,올림픽홀,올림픽홀,대중공연,콘서트 좋은친구들,20171123,20171126,4,5000,,N,내부,0
9,올림픽홀,올림픽홀,대중공연,이준기 팬미팅,20180406,20180407,2,3000,1366,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2017 Dream Theater(드림시어터) 내한공연,20170915,20170916,1,2700,2810,N,내부,0
9,올림픽홀,올림픽홀,대중공연,루게릭 희망콘서트10 <아니벌써>,20170325,20170325,1,2300,,N,내부,0
9,올림픽홀,올림픽홀,대중공연,AOMG 단독 콘서트,20170216,20170218,3,2500,,N,내부,0
9,올림픽홀,올림픽홀,대중공연,혁오 단독공연 (예정),20170529,20170604,7,0,3311,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2017 Davit Garrett 내한공연,20170525,20170526,2,2100,,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2017 레드벨벳 첫번째 콘서트,20170814,20170820,5,8000,10011,N,내부,0
9,올림픽홀,올림픽홀,대중공연,러블리즈 콘서트,20170726,20170730,5,5500,4430,N,내부,0
9,올림픽홀,올림픽홀,대중공연,프로듀스101 시즌2 콘서트,20170628,20170702,2,7000,6550,N,내부,0
9,올림픽홀,올림픽홀,대중공연,BIG 단독 콘서트,20170622,20170625,4,2500,,N,내부,0
9,올림픽홀,올림픽홀,대중공연,"Hiphop PARYY - 딘, 크러시, 자이언티 / DJ. DOC, 코요테 [복사본]",20170418,20170422,,8000,,N,내부,0
9,올림픽홀,올림픽홀,대중공연,"Hiphop PARYY - 딘, 크러시, 자이언티 / DJ. DOC, 코요테",20170418,20170422,,8000,,N,내부,0
9,올림픽홀,올림픽홀,대중공연,언더나인틴 파이널 콘서트&팬타콘 팬미팅,20190221,20190224,4,6100,1905,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2019 불타는 청춘 콘서트,20190328,20190331,4,5000,4387,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2019 사라브라이트만 내한공연,20190429,20190430,2,2700,,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2018 스타팩 콘서트 - 성시경 콘서트,20180914,20180916,3,2800,2564,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2018 이준기 아시아투어 콘서트 IN 서울,20181122,20181125,4,2500,,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2019 이준기 아시아투어 [DELIGHT] ENCORE FAN-CONCERT (가제),20190427,20190429,3,2000,1285,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2019 거미 상반기 서울 콘서트,20190615,20190616,5,4864,3719,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2019 THE BOYZ FAN CONCERT,20190126,20190127,4,5200,4159,N,내부,0
9,올림픽홀,올림픽홀,대중공연,라이관린 팬미팅(가제),20190405,20190406,2,2000,2331,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2018 MXM 1st CONCERT,20180927,20181001,5,5000,3372,N,내부,0
9,올림픽홀,올림픽홀,대중공연,이준기 아시아투어 서울공연,20181123,20181124,2,2500,,N,내부,0
9,올림픽홀,올림픽홀,대중공연,카이고(Kygo) 내한 공연,20181030,20181030,1,4300,3902,N,내부,0
9,올림픽홀,올림픽홀,대중공연,KESHA First Live Concert in Korea,20180913,20180914,2,3500,,N,내부,0
9,올림픽홀,올림픽홀,대중공연,MAYDAY의  첫 내한공연,20180907,20180909,3,2800,2810,N,내부,0
9,올림픽홀,올림픽홀,대중공연,엘리골딩 첫 내한공연,20180905,20180906,2,2800,1250,N,내부,0
9,올림픽홀,올림픽홀,대중공연,2018 실연자 페스티벌 KMPF,20181025,20181026,2,3000,1610,N,내부,0
9,올림픽홀,올림픽홀,대중공연,흉소프레소콘서트,20181011,20181012,2,1500,1520,N,내부,0
9,올림픽홀,올림픽홀,대중공연,YG 트레저 콘서트,20220404,20220410,7,6000,4298,N,내부,0
