,DK_SS,DK_NAME,EVENT_GUBUN,EVENT_NAME,RENT_START_YMD,JS_PERSON,end_day
0,9,올림픽홀,대중공연,"Hiphop PARYY - 딘, 크러시, 자이언티 / DJ. DOC, 코요테",20170418,3800.0,Tue
1,9,올림픽홀,대중공연,나훈아콘서트,20171031,8735.0,Tue
2,9,올림픽홀,대중공연,여자친구 THE FIRST FAN MEETING [DEAR BUDDY],20170402,2337.0,Sun
3,5,핸드볼경기장,공공행사,제7회 전국동시지방선거 및 국회의원재선거 개표,20180609,1200.0,Sat
4,9,올림픽홀,대중공연,2018 팬텀 vs 팬텀 콘서트 (가칭),20180616,3430.0,Sat
5,9,올림픽홀,대중공연,iKON 2018 PRIVATE STAGE(가제),20180606,5350.0,Wed
6,9,올림픽홀,대중공연,이선희 콘서트 -리메이크 음반 발매기념,20180626,8681.0,Tue
7,9,올림픽홀,대중공연,WINNER 2018 PRIVATE STAGE [#위너는토론중 WWIC 2018] (가제),20180615,5930.0,Fri
8,5,핸드볼경기장,문화예술행사,2018 뉴이스트W 단독콘서트,20180316,15847.0,Fri
9,5,핸드볼경기장,문화예술행사,Youtbe Fanfest (유튜브 팬페스트),20180219,3250.0,Mon
10,7,우리금융아트홀 연습실,문화예술행사,"어린이체험전 [Hi, Story], [콩알콩알] 10월분",20171001,1591.0,Sun
11,10,뮤즈라이브,문화예술행사,재즈피아니스트 안라라의 재즈 in 가을,20171020,50.0,Fri
12,9,올림픽홀,대중공연,플라이투더스카이 콘서트,20171123,3080.0,Thu
13,19,평화의광장,공공행사,2017 UN세계요가의날 한국행사,20170621,1000.0,Wed
14,7,우리금융아트홀,대중공연,맨투맨탐정단 공개방송,20170610,1000.0,Sat
15,9,올림픽홀,대중공연,소녀시대 10주년 팬미팅,20170804,2653.0,Fri
16,9,올림픽홀,문화예술행사,2017 이승환 전국투어(가제),20171130,6148.0,Thu
17,5,핸드볼경기장,문화예술행사,박정현 겨울 콘서트 'LET IT SNOW',20171223,9419.0,Sat
18,9,올림픽홀,문화예술행사,저작권과 함께하는 페스티벌 - KMPF,20171107,3149.0,Tue
19,5,핸드볼경기장,문화예술행사,아시아 매나페스트 2017,20171129,2200.0,Wed
20,7,우리금융아트홀,대중공연,2017 구구단 1st 팬미팅,20170907,940.0,Thu
21,7,우리금융아트홀,대중공연,2017 터보 여름 콘서트 ,20170902,1674.0,Sat
22,9,올림픽홀,문화예술행사,굿뉴스코 페스티벌,20170219,5080.0,Sun
23,9,올림픽홀,대중공연,옥타곤FC 개막전,20170317,993.0,Fri
24,5,핸드볼경기장,문화예술행사,2017 비투비 서울 콘서트,20171223,9076.0,Sat
25,5,핸드볼경기장,문화예술행사,트와이스 콘서트,20170217,11924.0,Fri
26,5,핸드볼경기장,문화예술행사,2PM 콘서트,20170221,9797.0,Tue
27,9,올림픽홀,대중공연,2017 이종석 PRIVATE STAGE CONCERT(가제),20170908,2070.0,Fri
28,21,88잔디마당,문화예술행사,그랜드 민트 페스티벌 2017 (Grand Mint Festival 2017),20171016,14893.0,Mon
29,10,뮤즈라이브,대중공연,CLC 미니  콘서트,20170526,120.0,Fri
30,9,올림픽홀,대중공연,2017 박원 단독 콘서트,20170831,1978.0,Thu
31,7,우리금융아트홀 연습실,문화예술행사,얼렁뚱땅 색깔공장(5월),20170501,3180.0,Mon
32,8,K-아트홀,대중공연,2019 박상돈 단독콘서트,20190110,457.0,Thu
33,9,올림픽홀,대중공연,2019 여자친구 팬미팅,20190209,2500.0,Sat
34,9,올림픽홀,대중공연,크라프트베르크 내한공연,20190425,1530.0,Thu
35,5,핸드볼경기장,공공행사,제31회 강동구청장기 배드민턴대회,20190623,1200.0,Sun
36,5,핸드볼경기장,공공행사,제29회 송파구청장기 배드민턴대회,20190504,1400.0,Sat
37,9,올림픽홀,대중공연,ASTRO FANMEETING,20190301,5590.0,Fri
38,3,KSPO DOME(체조경기장),문화예술행사,2019 나훈아 청춘 AGAIN 콘서트,20190513,22353.0,Mon
39,5,핸드볼경기장,문화예술행사,몬스타엑스(MONSTA X) 2019 월드투어,20190409,8659.0,Tue
40,9,올림픽홀,대중공연,2017 김현중 팬미팅,20170429,2216.0,Sat
41,9,올림픽홀,대중공연,2017 몬스타엑스콘서트,20170615,4587.0,Thu
42,7,우리금융아트홀,대중공연,2018 최백호 콘서트,20180309,1186.0,Fri
43,7,우리금융아트홀,대중공연,최현우 <THE BRAIN>,20181204,18604.0,Tue
44,10,뮤즈라이브,문화예술행사,벅스TV vol.36 - 테이크,20180228,130.0,Wed
45,9,올림픽홀,문화예술행사,2018 자우림 정규앨범 발매 기념콘서트 (가제),20180705,5050.0,Thu
46,9,올림픽홀,대중공연,이준기 팬미팅,20180406,1366.0,Fri
47,7,우리금융아트홀 연습실,문화예술행사,얼렁뚱땅 색깔공장(6월),20170601,3093.0,Thu
48,10,뮤즈라이브,문화예술행사,"소리 모아, 마음 모아",20170923,161.0,Sat
49,19,평화의광장,공공행사,평창동계올림픽 성공기원 문화시민응원단 한마음 페스티벌,20170930,2500.0,Sat
50,8,K-아트홀,대중공연,원재즈나잇,20171022,250.0,Sun
51,15,벨로드롬,공공행사,송파경찰서 한마음 한울타리 어울림 체육대회,20170915,150.0,Fri
52,9,올림픽홀,대중공연,2017 Dream Theater(드림시어터) 내한공연,20170915,2810.0,Fri
53,7,우리금융아트홀 연습실,문화예술행사,얼렁뚱땅 색깔공장(4월),20170401,2678.0,Sat
54,10,뮤즈라이브,문화예술행사,테이크 콘서트,20170722,264.0,Sat
55,5,핸드볼경기장,문화예술행사,2017 젝스키스 팬미팅 [YELLOWKIES DAY],20170713,7088.0,Thu
56,10,뮤즈라이브,문화예술행사,치과의사 밴드 연합 음악제,20171111,150.0,Sat
57,9,올림픽홀,대중공연,혁오 단독공연 (예정),20170529,3311.0,Mon
58,5,핸드볼경기장,문화예술행사,제11회 서울재즈페스티벌(Seoul Jazz Festival) 2017,20170524,26545.0,Wed
59,9,올림픽홀,문화예술행사,굿뉴스코 페스티벌 앵콜공연,20170319,2250.0,Sun
60,9,올림픽홀,대중공연,2017 레드벨벳 첫번째 콘서트,20170814,10011.0,Mon
61,9,올림픽홀,대중공연,러블리즈 콘서트,20170726,4430.0,Wed
62,9,올림픽홀,대중공연,프로듀스101 시즌2 콘서트,20170628,6550.0,Wed
63,9,올림픽홀,대중공연,언더나인틴 파이널 콘서트&팬타콘 팬미팅,20190221,1905.0,Thu
64,10,뮤즈라이브,문화예술행사,윤주희 2집앨범 <Mother Nature> 발매 기념 쇼케이스,20181221,128.0,Fri
65,9,올림픽홀,대중공연,2019 불타는 청춘 콘서트,20190328,4387.0,Thu
66,3,KSPO DOME(체조경기장),문화예술행사,"2019 iKON CONCERT (ENCORE), 2019 WINNER CONCERT (ENCORE) (가제)",20190102,19969.0,Wed
67,5,핸드볼경기장,문화예술행사,태민 2번째 콘서트,20190315,14241.0,Fri
68,3,KSPO DOME(체조경기장),문화예술행사,2019 뉴이스트 단독 콘서트,20190412,30530.0,Fri
69,8,K-아트홀,순수예술공연,정미정 아쟁 콘서트 - 달의 노래,20190814,103.0,Wed
70,10,뮤즈라이브,문화예술행사,케빈오 팬미팅,20190901,194.0,Sun
71,9,올림픽홀,대중공연,2018 스타팩 콘서트 - 성시경 콘서트,20180914,2564.0,Fri
72,10,뮤즈라이브,문화예술행사,Sprit Fingers(가제),20180919,119.0,Wed
73,7,우리금융아트홀 연습실,문화예술행사,"어린이체험전, [콩알콩알] 2월",20180201,2315.0,Thu
74,9,올림픽홀,문화예술행사,2018 크러쉬 단독 콘서트,20181103,6872.0,Sat
75,5,핸드볼경기장,문화예술행사,2018 여자친구 단독콘서트,20180908,5672.0,Sat
76,9,올림픽홀,문화예술행사,2018 미스코리아선발대회,20180702,850.0,Mon
77,5,핸드볼경기장,문화예술행사,제4회 한국청년대회 (Korea Youth Day) 청년 콘서트,20180814,1700.0,Tue
78,27,피크닉광장,공공행사,체육대회,20181019,100.0,Fri
79,8,K-아트홀,순수예술공연,연극 <그을린사랑>,20181203,1435.0,Mon
80,3,KSPO DOME(체조경기장),문화예술행사,2018 아이유 데뷔 10주년 아시아 투어 콘서트 ‘IU+’ (가제),20181118,21183.0,Sun
81,10,뮤즈라이브,문화예술행사,스트리머 뮤직 콘서트,20181201,210.0,Sat
82,8,K-아트홀,대중공연,2018 더로즈 콘서트,20181228,569.0,Fri
83,9,올림픽홀,대중공연,2019 이준기 아시아투어 [DELIGHT] ENCORE FAN-CONCERT (가제),20190427,1285.0,Sat
84,5,핸드볼경기장,문화예술행사,평창동계올림픽 성공개최 기념행사,20190206,1000.0,Wed
85,9,올림픽홀,대중공연,2019 거미 상반기 서울 콘서트,20190615,3719.0,Sat
86,7,우리금융아트홀,대중공연,뮤지컬 싯타르타(The Life Of siddhartha),20190902,10058.0,Mon
87,7,우리금융아트홀 연습실,문화예술행사,뮤지컬 <점박이 한반도의 공룡: 새로운 낙원>,20190624,100.0,Mon
88,7,우리금융아트홀,대중공연,"2019 ‘만9,900원의 행복’ 유리상자 콘서트 - 서울",20190420,1005.0,Sat
89,7,우리금융아트홀,대중공연,"2019＇만9,900원의 행복＇이현우콘서트 - 서울",20190601,900.0,Sat
90,9,올림픽홀,문화예술행사,2019 Stray Kids 단독콘서트 (가제),20191123,3933.0,Sat
91,9,올림픽홀,문화예술행사,2019 어반자카파 데뷔 10주년 콘서트,20190713,4297.0,Sat
92,3,KSPO DOME(체조경기장),문화예술행사,2019 아이유 아시아 투어 콘서트,20191123,26849.0,Sat
93,9,올림픽홀,문화예술행사,2019 SF9 LIVE FANTASY #2 (가제),20190809,2400.0,Fri
94,3,KSPO DOME(체조경기장),문화예술행사,NCT127 첫 번째 콘서트,20190126,21621.0,Sat
95,3,KSPO DOME(체조경기장),문화예술행사,2019 TWICE 단독 콘서트 (가제),20190525,17600.0,Sat
96,9,올림픽홀,문화예술행사,SUPER JUNIOR D&E 단독 콘서트,20190413,6930.0,Sat
97,9,올림픽홀,대중공연,2019 THE BOYZ FAN CONCERT,20190126,4159.0,Sat
98,9,올림픽홀,대중공연,라이관린 팬미팅(가제),20190405,2331.0,Fri
99,3,KSPO DOME(체조경기장),문화예술행사,2019 K-WORLD FESTA,20190812,42512.0,Mon
100,27,피크닉광장,공공행사,2019 키즈 러닝엔밀크(가칭),20191012,700.0,Sat
101,9,올림픽홀,대중공연,2018 MXM 1st CONCERT,20180927,3372.0,Thu
102,3,KSPO DOME(체조경기장),문화예술행사,2018 iKON CONCERT & WINNER CONCERT,20180813,18858.0,Mon
103,9,올림픽홀,대중공연,카이고(Kygo) 내한 공연,20181030,3902.0,Tue
104,10,뮤즈라이브,문화예술행사,셀럽티비 라이브데이 2회 공개방송,20180628,110.0,Thu
105,9,올림픽홀,대중공연,MAYDAY의  첫 내한공연,20180907,2810.0,Fri
106,9,올림픽홀,대중공연,엘리골딩 첫 내한공연,20180905,1250.0,Wed
107,5,핸드볼경기장,문화예술행사,사운드 시티 Sound City (가제),20180723,4260.0,Mon
108,9,올림픽홀,문화예술행사,볼빨간사춘기 앨범발매 기념콘서트,20180714,4798.0,Sat
109,19,평화의광장,공공행사,2018 스포츠재능나눔(페스티벌),20180831,3000.0,Fri
110,10,뮤즈라이브,문화예술행사,밴드 '기프트' 단독 콘서트,20180601,200.0,Fri
111,5,핸드볼경기장,문화예술행사,레드벨벳 콘서트,20180804,9517.0,Sat
112,8,K-아트홀,순수예술공연,상주단체공연 <소리도>,20180726,547.0,Thu
113,10,뮤즈라이브,문화예술행사,Play the Guitar,20180908,130.0,Sat
114,21,88잔디마당,문화예술행사,SLOW LIFE SLOW LIVE 2018(슬로우 라이프 슬로우 라이브 2018),20181001,1824.0,Mon
115,3,KSPO DOME(체조경기장),문화예술행사,SHINHWA 20years Anniversary Concert ‘HEART BEATS’  (가제),20181001,22345.0,Mon
116,9,올림픽홀,문화예술행사,에일리 단독콘서트 2018,20181208,3450.0,Sat
117,3,KSPO DOME(체조경기장),문화예술행사,그랜드 민트 페스티벌 2018,20181016,8000.0,Tue
118,9,올림픽홀,대중공연,2018 실연자 페스티벌 KMPF,20181025,1610.0,Thu
119,27,피크닉광장,공공행사,2018년 구립도담어린이집 운동회,20181027,150.0,Sat
120,9,올림픽홀,문화예술행사,제 14회 2019 아시아모델페스티벌,20190604,3250.0,Tue
121,8,K-아트홀,대중공연,SF9 COMEBACK SHOWCASE［NARCISSUS］,20190219,481.0,Tue
122,3,KSPO DOME(체조경기장),문화예술행사,2019슈퍼스타 갈라콘서트,20190223,10028.0,Sat
123,10,뮤즈라이브,문화예술행사,CHORONG BIRTHDAY FANMEETING : RONG TIME NO SEE !,20190301,209.0,Fri
124,10,뮤즈라이브,문화예술행사,정민 2ND 콘서트(가제),20191101,314.0,Fri
125,5,핸드볼경기장,문화예술행사,CIX 데뷔 쇼케이스,20190722,2823.0,Mon
126,3,KSPO DOME(체조경기장),문화예술행사,체인스모커스 내한공연,20190904,8586.0,Wed
127,3,KSPO DOME(체조경기장),문화예술행사,뉴이스트 팬미팅,20191111,24831.0,Mon
128,33,88호수수변무대,문화예술행사,그랜드 민트 페스티벌 2019 (GMF 2019),20191014,19029.0,Mon
129,3,KSPO DOME(체조경기장),문화예술행사,2019 미스트롯 효 콘서트,20190502,16930.0,Thu
130,27,피크닉광장,공공행사,2017 심장병 예방 한걸음 더 걷기대회,20170922,850.0,Fri
131,8,K-아트홀,대중공연,SHINSEGAE DUTY FREE 2019 Super Lucky Day with ASTRO ~New Beginning~,20190119,240.0,Sat
132,3,KSPO DOME(체조경기장),문화예술행사,평창동계올림픽 성공개최 기념행사,20190206,3000.0,Wed
133,7,우리금융아트홀,대중공연,2018 플라이투더스카이 콘서트,20181115,1967.0,Thu
134,7,우리금융아트홀,문화예술행사,뮤지컬 <점박이 한반도의 공룡: 새로운 낙원>,20190708,24585.0,Mon
135,3,KSPO DOME(체조경기장),문화예술행사,동방신기 앵콜 콘서트,20190309,17610.0,Sat
136,3,KSPO DOME(체조경기장),문화예술행사,2019 god 20주년 콘서트,20190109,12098.0,Wed
137,33,88호수수변무대,공공행사,2019 서울트레킹,20191012,1000.0,Sat
138,19,평화의광장,공공행사,2019 서울 스포츠 재능나눔 페스티벌,20190830,1500.0,Fri
139,9,올림픽홀,문화예술행사,프로듀스48 쇼케이스,20181027,3050.0,Sat
140,8,K-아트홀,대중공연,2018 마인드유 콘서트,20181109,622.0,Fri
141,10,뮤즈라이브,문화예술행사,2018년 문화가있는날 청춘마이크 청년예술가 발대식 및 워크숍,20180322,100.0,Thu
142,8,K-아트홀,순수예술공연,상주단체공연 <만주전선>,20180625,1333.0,Mon
143,3,KSPO DOME(체조경기장),문화예술행사,2018 김동률 콘서트,20181208,31525.0,Sat
144,3,KSPO DOME(체조경기장),문화예술행사,싸이 X 비 콘서트,20180929,10201.0,Sat
145,5,핸드볼경기장,문화예술행사,2018 박정현 콘서트 외 기획공연 대관 신청서,20181218,9159.0,Tue
146,3,KSPO DOME(체조경기장),문화예술행사,2018 하이라이트 10주년 기념 콘서트(가제),20181124,18534.0,Sat
147,8,K-아트홀,문화예술행사,2018 범주&레이나 콘서트 “남과 여” ,20180824,1000.0,Fri
148,8,K-아트홀,대중공연,2018 태일 콘서트,20181222,839.0,Sat
149,27,피크닉광장,공공행사,임산부의 날 임산부 건강 걷기,20181010,300.0,Wed
150,9,올림픽홀,대중공연,흉소프레소콘서트,20181011,1520.0,Thu
151,8,K-아트홀,문화예술행사,한음윈드오케스트라 기획공연  <친구>,20190222,256.0,Fri
152,5,핸드볼경기장,문화예술행사,2019 하성운 팬미팅,20190306,6716.0,Wed
153,10,뮤즈라이브,문화예술행사,NAEUN BIRTHDAY FANMEETING : The Naeun Day,20190209,206.0,Sat
154,8,K-아트홀,대중공연,한국컴패션 꽃서트,20190412,870.0,Fri
155,10,뮤즈라이브,문화예술행사,색소폰 앙상블 2회 정기 연주회,20190405,148.0,Fri
156,9,올림픽홀,문화예술행사,2019 플라이투더스카이 20주년 기념 콘서트,20191115,3021.0,Fri
157,19,평화의광장,공공행사,2019 올림픽데이런 (2019 OLYMPIC DAY RUN),20191012,3000.0,Sat
158,5,핸드볼경기장,문화예술행사,2019 RYU JUNYEOL BIRTHDAY FANMEETING,20190920,2958.0,Fri
159,9,올림픽홀,문화예술행사,BoA 단독 콘서트,20191026,4056.0,Sat
160,21,88잔디마당,문화예술행사,SLOW LIFE SLOW LIVE  2019(슬로우 라이프 슬로우 라이브 2019),20190930,6929.0,Mon
161,9,올림픽홀,문화예술행사,2019윤종신콘서트,20190928,2744.0,Sat
162,8,K-아트홀,대중공연,김희철 토크콘서트,20190504,871.0,Sat
163,9,올림픽홀,문화예술행사,2022 크래비티 콘서트,20220331,1680.0,Thu
164,9,올림픽홀,대중공연,YG 트레저 콘서트,20220404,4298.0,Mon
165,9,올림픽홀,대중공연,AOMG 단독 콘서트,20170209,6245.0,Thu
166,8,K-아트홀,대중공연,APRIL 쇼케이스,20170103,510.0,Tue
167,5,핸드볼경기장,공공행사,4th CMS Brunch Seminar,20170529,2400.0,Mon
168,7,우리금융아트홀,대중공연,국민사랑콘서트,20170602,800.0,Fri
169,9,올림픽홀,대중공연,2017 거미 앨범발매 기념 콘서트 (가제),20170610,3280.0,Sat
170,9,올림픽홀,대중공연,아스트로 첫 단독콘서트 (가제),20170715,4132.0,Sat
171,7,우리금융아트홀,대중공연,가족뮤지컬 <레이디버그>,20181107,0.0,Wed
172,7,우리금융아트홀,대중공연,김용임&진성 SHOW - 오늘이 젊은날·보릿고개,20180311,1351.0,Sun
173,8,K-아트홀,대중공연,SF9 쇼케이스,20171012,330.0,Thu
174,9,올림픽홀,문화예술행사,2018 정용화 단독 콘서트,20180120,4540.0,Sat
175,21,88잔디마당,문화예술행사,2018 팬텀싱어 페스티벌,20180609,5185.0,Sat
176,10,뮤즈라이브,문화예술행사,김규종콘서트,20171216,603.0,Sat
177,5,핸드볼경기장,문화예술행사,뷰티풀 민트 라이프 2018,20180510,7428.0,Thu
178,9,올림픽홀,문화예술행사,2018 Good News Corps Festival,20180217,3040.0,Sat
179,7,우리금융아트홀,대중공연,오페라 성냥소녀,20180316,688.0,Fri
180,8,K-아트홀,대중공연,이승환의 다른 사람 (가제),20170912,1864.0,Tue
181,7,우리금융아트홀,대중공연,캐리와장난감친구들,20171114,5654.0,Tue
182,9,올림픽홀,대중공연,대한민국 노래교실 회원의 날,20171106,2500.0,Mon
183,8,K-아트홀,문화예술행사,굿파이터즈 자선 스포츠 대회,20171112,300.0,Sun
184,7,우리금융아트홀 연습실,문화예술행사,얼렁뚱땅 색깔공장(8월),20170801,3000.0,Tue
185,10,뮤즈라이브,문화예술행사,벅스TV vol.33 - 슈가볼,20170922,195.0,Fri
186,10,뮤즈라이브,문화예술행사,제7회 전국학교예술교육페스티벌,20171016,800.0,Mon
187,7,우리금융아트홀,문화예술행사,제7회 전국학교예술교육페스티벌,20171016,1500.0,Mon
188,21,88잔디마당,문화예술행사,제11회 서울재즈페스티벌(Seoul Jazz Festival) 2017,20170521,26545.0,Sun
189,8,K-아트홀,문화예술행사,상주단체<청춘예찬>공연,20171030,1253.0,Mon
190,21,88잔디마당,문화예술행사,뷰티풀 민트 라이프 2017 (Beautigul Mint Life 2017),20170509,11332.0,Tue
191,19,평화의광장,공공행사,2017 서울국제유스양궁페스타대회,20170709,500.0,Sun
192,7,우리금융아트홀,대중공연,2017 버즈 소풍가자 콘서트,20170616,1050.0,Fri
193,7,우리금융아트홀 연습실,문화예술행사,뮤지컬 잭더리퍼,20181210,60.0,Mon
194,9,올림픽홀,대중공연,2019 신유 콘서트 “LOVE”,20190510,1467.0,Fri
195,7,우리금융아트홀,대중공연,NEW 뮤지컬 시크릿쥬쥬 초연공연(가제 : 레인보우 사피의 탄생),20181119,12266.0,Mon
196,7,우리금융아트홀,문화예술행사,10주년 기념 뮤지컬 '잭 더 리퍼',20190114,48840.0,Mon
197,5,핸드볼경기장,문화예술행사,DAY6 1ST WORLD TOUR ‘Youth’ FINALE 콘서트 (가제),20190330,7449.0,Sat
198,5,핸드볼경기장,문화예술행사,제13회 서울재즈페스티벌(Seoul Jazz Festival) 2019,20190521,26747.0,Tue
199,8,K-아트홀,문화예술행사,대한태권도협회 시범단 신규 공연 쇼케이스,20181029,180.0,Mon
200,3,KSPO DOME(체조경기장),공공행사,스포츠산업 잡페어 2018,20181025,6000.0,Thu
201,10,뮤즈라이브,문화예술행사,이진아 연말 공연(가제),20181227,657.0,Thu
202,9,올림픽홀,문화예술행사,소란 콘서트,20190112,2847.0,Sat
203,3,KSPO DOME(체조경기장),문화예술행사,슈퍼주니어 콘서트,20190302,14325.0,Sat
204,9,올림픽홀,문화예술행사,Stray Kids 1st Fan Meeting (가제 ),20190418,1746.0,Thu
205,10,뮤즈라이브,문화예술행사,"레이첼 야마가타 내한공연 'Songs, Stories, Solo' 서울 앵콜",20181111,233.0,Sun
206,5,핸드볼경기장,문화예술행사,2019 에이핑크 단독 콘서트,20190105,5169.0,Sat
207,21,88잔디마당,문화예술행사,뷰티풀 민트 라이프 2019,20190507,19565.0,Tue
208,21,88잔디마당,문화예술행사,2019 방탄소년단 팬미팅(가제),20190618,17479.0,Tue
209,10,뮤즈라이브,문화예술행사,셀럽티비 라이브데이 공개방송,20180531,140.0,Thu
210,8,K-아트홀,대중공연,RBW BOYZ＋MAS ‘데뷔하겠습니다’ Chapter．6,20180624,441.0,Sun
211,9,올림픽홀,문화예술행사,제2회 한중국제영화제,20181111,680.0,Sun
212,21,88잔디마당,문화예술행사,2018 크레디아 파크콘서트,20180904,11623.0,Tue
213,9,올림픽홀,문화예술행사,뮤지컬 공룡메카드,20180716,43398.0,Mon
214,19,평화의광장,문화예술행사,2018가족e스포츠페스티벌,20180509,5000.0,Wed
215,9,올림픽홀,문화예술행사,IBK 기업은행과 함께하는 여덟번째 참좋은 음악회,20181014,5956.0,Sun
216,9,올림픽홀,문화예술행사,컴패션 15주년 기념 행사,20181114,4898.0,Wed
217,3,KSPO DOME(체조경기장),문화예술행사,2018 조용필 & 위대한탄생 'Thanks To You 콘서트 서울 앵콜,20181210,18145.0,Mon
218,9,올림픽홀,문화예술행사,2018 <황치열> 콘서트 / 2018 <더원> 콘서트,20181226,5633.0,Wed
219,3,KSPO DOME(체조경기장),문화예술행사,2018 SECHSKIES CONCERT,20181008,12843.0,Mon
220,9,올림픽홀,대중공연,은희 컴백콘서트 with 이동원,20181013,529.0,Sat
221,5,핸드볼경기장,문화예술행사,FEVER FESTIVAL 2018,20180910,3618.0,Mon
222,25,만남의광장,공공행사,제4회제주농어촌체험페스티벌,20181005,4000.0,Fri
223,9,올림픽홀,대중공연,세븐틴 미니 6집 앨범 발매 쇼케이스,20190120,3398.0,Sun
224,7,우리금융아트홀,대중공연,최현우 <THE BRAIN> [추가],20190101,18604.0,Tue
225,7,우리금융아트홀,대중공연,제13회 서울재즈페스티벌(Seoul Jazz Festival) 2019,20190523,16000.0,Thu
226,10,뮤즈라이브,문화예술행사,배우 정소민 생일 팬미팅,20190309,174.0,Sat
227,3,KSPO DOME(체조경기장),문화예술행사,LA필하모닉 오케스트라 - 존 윌리엄스 영화음악 콘서트,20190314,5867.0,Thu
228,9,올림픽홀,대중공연,현대백화점 슈퍼스테이지(내한공연),20190514,4749.0,Tue
229,7,우리금융아트홀,대중공연,"2018-19 ‘만9,900원의 행복’ 서영은 <시즌3> 콘서트 - 서울",20190628,1268.0,Fri
230,3,KSPO DOME(체조경기장),문화예술행사,제10회 크레디아 파크콘서트,20190907,6246.0,Sat
231,19,평화의광장,공공행사,2019 한성백제문화제,20190919,60000.0,Thu
232,37,기타,공공행사,2019 송파복지축제,20191011,5000.0,Fri
233,9,올림픽홀,문화예술행사,2019 러블리즈 콘서트,20190804,5428.0,Sun
234,3,KSPO DOME(체조경기장),문화예술행사,2019 세븐틴 콘서트,20190831,33993.0,Sat
235,9,올림픽홀,대중공연,세카이노 오와리 내한공연,20191101,3130.0,Fri
236,7,우리금융아트홀,문화예술행사,송승환의 명작동화 뮤지컬 호두까기인형(기획대관 추가금),20180101,11991.0,Mon
237,9,올림픽홀,대중공연,이준기 콘서트,20170413,2111.0,Thu
238,10,뮤즈라이브,문화예술행사,FIRE ROCK FESTIVAL,20170415,50.0,Sat
239,7,우리금융아트홀,대중공연,캐리와장난감친구들 시즌2,20170410,11763.0,Mon
240,7,우리금융아트홀,대중공연,(가제)BTS 이벤트,20170613,1050.0,Tue
241,7,우리금융아트홀 연습실,문화예술행사,"어린이체험전 [Hi, Story], [콩알콩알] 11월분",20171101,4379.0,Wed
242,5,핸드볼경기장,문화예술행사,2018 KIM JAE JOONG J-PARTY (가제),20180125,2281.0,Thu
243,7,우리금융아트홀 연습실,문화예술행사,"어린이체험전, [콩알콩알] 1월",20180101,3349.0,Mon
244,9,올림픽홀,문화예술행사,2017 백지영 콘서트 - 서울,20180209,3788.0,Fri
245,9,올림픽홀,문화예술행사,2018 JBJ 단독 콘서트,20180131,6630.0,Wed
246,9,올림픽홀,대중공연,OneRepublic(원리퍼블릭) 내한공연,20180426,3770.0,Thu
247,5,핸드볼경기장,문화예술행사,2017 젝스키스 팬미팅 [YELLOWKIES DAY],20170713,7088.0,Thu
248,9,올림픽홀,문화예술행사,EXO 음반 이벤트,20170906,2650.0,Wed
249,37,기타,공공행사,제5회 송파 북 페스티벌,20171019,2500.0,Thu
250,27,피크닉광장,공공행사,Run to Give 자선모금행사 (메리어트 인터내셔널),20170924,222.0,Sun
251,7,우리금융아트홀 연습실,문화예술행사,얼렁뚱땅 색깔공장 ,20170301,2704.0,Wed
252,8,K-아트홀,대중공연,2017 폴킴 LIVE TOUR,20171026,1390.0,Thu
253,7,우리금융아트홀,대중공연,뮤지컬 메카드 시리즈,20190422,17805.0,Mon
254,21,88잔디마당,문화예술행사,제13회 서울재즈페스티벌(Seoul Jazz Festival) 2019,20190519,26747.0,Sun
255,10,뮤즈라이브,대중공연,2019 한승기 콘서트,20190126,230.0,Sat
256,5,핸드볼경기장,문화예술행사,2019 파크 뮤직 페스티벌,20190610,22472.0,Mon
257,5,핸드볼경기장,문화예술행사,2019 여자친구 콘서트,20190518,5860.0,Sat
258,10,뮤즈라이브,문화예술행사,소울스타 크리스마스 콘서트,20181223,406.0,Sun
259,9,올림픽홀,대중공연,제13회 서울재즈페스티벌(Seoul Jazz Festival) 2019,20190523,13373.0,Thu
260,8,K-아트홀,대중공연,스무살 단독콘서트 / 스웨덴세탁소 단독콘서트 ,20191025,462.0,Fri
261,9,올림픽홀,문화예술행사,2019 K-WORLD FESTA,20190812,8069.0,Mon
262,8,K-아트홀,대중공연,프리스틴 쇼케이스,20180528,380.0,Mon
263,8,K-아트홀,문화예술행사,댕댕컨퍼런스,20180811,490.0,Sat
264,9,올림픽홀,대중공연,뉴이스트W 미니 2집 앨범 발매 쇼케이스,20180625,2712.0,Mon
265,10,뮤즈라이브,문화예술행사,Re:alive Concert,20180728,193.0,Sat
266,8,K-아트홀,대중공연,2018 장덕철 콘서트,20180714,593.0,Sat
267,8,K-아트홀,문화예술행사,(사)대한태권도협회,20180103,10773.0,Wed
268,7,우리금융아트홀,문화예술행사,안녕자두야 우당탕탕 오디션 대소동,20180528,14675.0,Mon
269,7,우리금융아트홀 연습실,문화예술행사,"어린이체험전, [콩알콩알] 12",20171201,3413.0,Fri
270,8,K-아트홀,대중공연,쏜애플 콘서트,20180616,1096.0,Sat
271,9,올림픽홀,대중공연,MXM 첫번째 팬미팅,20171022,2497.0,Sun
272,21,88잔디마당,문화예술행사,뷰티풀 민트 라이프 2018,20180508,11822.0,Tue
273,9,올림픽홀,문화예술행사,EVERY DAY6 Concert Final (가제),20180228,5328.0,Wed
